filepath,testclass,testname,line number,assert string
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_teardown_request_handler_error,819,assert len(called) == 2
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_before_after_request_order,856,"assert rv.data == b""42"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_before_after_request_order,857,"assert called == [1, 2, 3, 4, 5, 6]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_error_handling,888,assert rv.status_code == 404
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_error_handling,889,"assert rv.data == b""not found"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_error_handling,891,assert rv.status_code == 500
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_error_handling,892,"assert b""internal server error"" == rv.data"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_error_handling,894,assert rv.status_code == 403
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_error_handling,895,"assert b""forbidden"" == rv.data"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_error_handling_processing,915,"assert resp.mimetype == ""text/x-special"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_error_handling_processing,916,"assert resp.data == b""internal server error"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_before_request_and_routing_errors,940,assert rv.status_code == 404
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_before_request_and_routing_errors,941,"assert rv.data == b""value"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_user_error_handling,957,"assert client.get(""/"").data == b""42"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_http_error_subclass_handling,987,"assert client.get(""/1"").data == b""banana"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_http_error_subclass_handling,988,"assert client.get(""/2"").data == b""apple"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_http_error_subclass_handling,989,"assert client.get(""/3"").data == b""apple"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_errorhandler_precedence,1019,"assert rv.data == b""Exception"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_errorhandler_precedence,1022,"assert rv.data == b""E2"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_trap_bad_request_key_error,1043,assert rv.status_code == 400
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_trap_bad_request_key_error,1044,"assert b""missing_key"" not in rv.data"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_trap_bad_request_key_error,1049,assert exc_info.errisinstance(BadRequest)
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_trap_bad_request_key_error,1050,"assert ""missing_key"" in exc_info.value.get_description()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_trap_bad_request_key_error,1054,assert rv.status_code == 400
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_error_handler_after_processor_error,1096,assert rv.status_code == 500
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_error_handler_after_processor_error,1097,"assert rv.data == b""Hello Server Error"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_enctype_debug_helper,1111,"assert ""no file contents were transmitted"" in str(e.value)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_enctype_debug_helper,1112,"assert ""This was submitted: 'index.txt'"" in str(e.value)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1165,"assert client.get(""/text"").data == ""Hällo Wörld"".encode()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1166,"assert client.get(""/bytes"").data == ""Hällo Wörld"".encode()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1169,"assert rv.data == b""Meh"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1170,"assert rv.headers[""X-Foo""] == ""Testing"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1171,assert rv.status_code == 400
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1172,"assert rv.mimetype == ""text/plain"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1175,"assert rv.data == b""Hello"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1176,"assert rv.headers[""X-Foo""] == ""Test"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1177,assert rv.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1178,"assert rv.mimetype == ""text/plain"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1181,"assert rv.data == b""Hi, status!"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1182,assert rv.status_code == 400
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1183,"assert rv.mimetype == ""text/html"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1186,"assert rv.data == b""Hello world"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1187,"assert rv.content_type == ""text/plain"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1188,"assert rv.headers.getlist(""X-Foo"") == [""Bar""]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1189,"assert rv.headers[""X-Bar""] == ""Foo"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1190,assert rv.status_code == 404
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1193,"assert rv.data == b""Hello world"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1194,assert rv.status_code == 500
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1197,"assert b""Not Found"" in rv.data"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1198,assert rv.status_code == 404
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1201,"assert rv.json == {""foo"": ""bar""}"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1202,assert rv.status_code == 201
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1205,"assert rv.json == [""foo"", ""bar""]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_types,1206,assert rv.status_code == 201
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_type_errors,1238,"assert ""returned None"" in str(e.value)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_type_errors,1239,"assert ""from_none"" in str(e.value)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_type_errors,1244,"assert ""tuple must have the form"" in str(e.value)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_response_type_errors,1252,"assert ""it was a bool"" in str(e.value)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_make_response,1260,assert rv.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_make_response,1261,"assert rv.data == b"""""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_make_response,1262,"assert rv.mimetype == ""text/html"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_make_response,1265,assert rv.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_make_response,1266,"assert rv.data == b""Awesome"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_make_response,1267,"assert rv.mimetype == ""text/html"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_make_response,1270,assert rv.status_code == 404
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_make_response,1271,"assert rv.data == b""W00t"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_make_response,1272,"assert rv.mimetype == ""text/html"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_make_response,1275,assert rv.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_make_response,1276,"assert rv.data == b""Hello"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_make_response,1277,"assert rv.mimetype == ""text/html"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_make_response_with_response_instance,1282,assert rv.status_code == 400
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_make_response_with_response_instance,1283,"assert rv.data == b'{""msg"":""W00t""}\n'"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_make_response_with_response_instance,1284,"assert rv.mimetype == ""application/json"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_make_response_with_response_instance,1287,assert rv.status_code == 400
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_make_response_with_response_instance,1288,"assert rv.data == b"""""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_make_response_with_response_instance,1289,"assert rv.mimetype == ""text/html"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_make_response_with_response_instance,1296,assert rv.status_code == 400
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_make_response_with_response_instance,1297,"assert rv.headers[""Content-Type""] == ""text/html"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_make_response_with_response_instance,1298,"assert rv.headers[""X-Foo""] == ""bar"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_jsonify_no_prettyprint,1306,"assert (b"" "" not in data) is compact"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_jsonify_no_prettyprint,1307,"assert (b""\n"" not in data) is compact"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_jsonify_mimetype,1314,"assert rv.mimetype == ""application/vnd.api+json"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_json_dump_dataclass,1323,"assert value == {""name"": ""Flask""}"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_jsonify_args_and_kwargs_check,1329,"assert ""args or kwargs"" in str(e.value)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_url_generation,1337,"assert flask.url_for(""hello"", name=""test x"") == ""/hello/test%20x"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_url_generation,1338,assert (
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_build_error_handler,1367,"assert flask.url_for(""spam"") == ""/test_handler/"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_static_files,1398,assert rv.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_static_files,1399,"assert rv.data.strip() == b""<h1>Hello World!</h1>"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_static_files,1401,"assert flask.url_for(""static"", filename=""index.html"") == ""/static/index.html"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_static_url_path,1409,assert rv.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_static_url_path,1413,"assert flask.url_for(""static"", filename=""index.html"") == ""/foo/index.html"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_static_url_path_with_ending_slash,1420,assert rv.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_static_url_path_with_ending_slash,1424,"assert flask.url_for(""static"", filename=""index.html"") == ""/foo/index.html"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_static_url_empty_path,1430,assert rv.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_static_url_empty_path_default,1437,assert rv.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_static_folder_with_pathlib_path,1446,assert rv.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_static_folder_with_ending_slash,1458,"assert rv.data == b""catch/all"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_static_route_with_host_matching,1465,assert rv.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_static_route_with_host_matching,1469,"assert rv == ""http://example.com/static/index.html"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_request_locals,1483,"assert repr(flask.g) == ""<LocalProxy unbound>"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_request_locals,1484,assert not flask.g
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_server_name_matching,1518,assert r.text == expect_base
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_server_name_matching,1521,assert r.text == expect_abc
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_server_name_matching,1526,assert r.text == expect_xyz
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_server_name_subdomain,1543,"assert rv.data == b""default"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_server_name_subdomain,1546,"assert rv.data == b""default"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_server_name_subdomain,1549,"assert rv.data == b""default"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_server_name_subdomain,1556,"assert rv.data == b""default"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_server_name_subdomain,1560,"assert rv.data == b""default"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_server_name_subdomain,1568,assert rv.status_code == 404
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_server_name_subdomain,1571,"assert rv.data == b""subdomain"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_exception_propagation,1588,"assert client.get(""/"").status_code == 500"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_url_processors,1633,"assert client.get(""/de/"").data == b""/de/about"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_url_processors,1634,"assert client.get(""/de/about"").data == b""/foo"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_url_processors,1635,"assert client.get(""/foo"").data == b""/en/about"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_inject_blueprint_url_defaults,1654,assert values == expected
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_inject_blueprint_url_defaults,1659,assert url == expected
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_nonascii_pathinfo,1668,"assert rv.data == b""Hello World!"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_no_setup_after_first_request,1678,"assert client.get(""/"").data == b""Awesome"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_no_setup_after_first_request,1683,"assert ""setup method 'add_url_rule'"" in str(exc_info.value)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_routing_redirect_debugging,1695,"assert rv.data == b""success"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_routing_redirect_debugging,1703,"assert ""canonical URL 'http://localhost/user/'"" in str(exc_info.value)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_route_decorator_custom_endpoint,1722,"assert flask.url_for(""foo"") == ""/foo/"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_route_decorator_custom_endpoint,1723,"assert flask.url_for(""bar"") == ""/bar/"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_route_decorator_custom_endpoint,1724,"assert flask.url_for(""123"") == ""/bar/123"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_route_decorator_custom_endpoint,1726,"assert client.get(""/foo/"").data == b""foo"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_route_decorator_custom_endpoint,1727,"assert client.get(""/bar/"").data == b""bar"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_route_decorator_custom_endpoint,1728,"assert client.get(""/bar/123"").data == b""123"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_get_method_on_g,1732,"assert flask.g.get(""x"") is None"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_get_method_on_g,1733,"assert flask.g.get(""x"", 11) == 11"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_get_method_on_g,1735,"assert flask.g.get(""x"") == 42"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_get_method_on_g,1736,assert flask.g.x == 42
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_g_iteration_protocol,1742,"assert ""foo"" in flask.g"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_g_iteration_protocol,1743,"assert ""foos"" not in flask.g"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_g_iteration_protocol,1744,"assert sorted(flask.g) == [""bar"", ""foo""]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_subdomain_basic_support,1761,"assert rv.data == b""normal index"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_subdomain_basic_support,1764,"assert rv.data == b""test index"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_subdomain_matching,1777,"assert rv.data == b""index for mitsuhiko"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_subdomain_matching_with_ports,1790,"assert rv.data == b""index for mitsuhiko"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_subdomain_matching_other_name,1810,assert rv.status_code == 404 if matching else 204
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_subdomain_matching_other_name,1814,assert rv.status_code == 404 if matching else 204
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_multi_route_rules,1824,"assert rv.data == b""a"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_multi_route_rules,1826,"assert rv.data == b""b"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_multi_route_class_views,1840,"assert rv.data == b""a"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_multi_route_class_views,1842,"assert rv.data == b""b"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_run_defaults,1854,"assert rv[""result""] == ""running..."""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_run_server_port,1867,"assert rv[""result""] == f""running on {hostname}:{port} ..."""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_max_cookie_size,1901,assert response.max_cookie_size == default
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_max_cookie_size,1905,assert flask.Response().max_cookie_size == 100
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_max_cookie_size,1914,assert len(recwarn) == 1
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_max_cookie_size,1916,"assert ""cookie is too large"" in str(w.message)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_max_cookie_size,1921,assert len(recwarn) == 0
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_app_freed_on_zero_refcount,1931,"assert app.view_functions[""static""]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_app_freed_on_zero_refcount,1933,assert weak() is not None
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_basic.py,,test_app_freed_on_zero_refcount,1935,assert weak() is None
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_blueprint_specific_error_handling,41,"assert client.get(""/frontend-no"").data == b""frontend says no"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_blueprint_specific_error_handling,42,"assert client.get(""/backend-no"").data == b""backend says no"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_blueprint_specific_error_handling,43,"assert client.get(""/what-is-a-sideend"").data == b""application itself says no"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_blueprint_specific_user_error_handling,76,"assert client.get(""/decorator"").data == b""boom"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_blueprint_specific_user_error_handling,77,"assert client.get(""/function"").data == b""bam"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_blueprint_app_error_handling,100,"assert client.get(""/forbidden"").data == b""you shall not pass"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_blueprint_app_error_handling,101,"assert client.get(""/nope"").data == b""you shall not pass"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_blueprint_prefix_slash,128,assert client.get(url).status_code == 204
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_blueprint_url_defaults,145,"assert client.get(""/1/foo"").data == b""23/42"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_blueprint_url_defaults,146,"assert client.get(""/2/foo"").data == b""19/42"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_blueprint_url_defaults,147,"assert client.get(""/1/bar"").data == b""23"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_blueprint_url_defaults,148,"assert client.get(""/2/bar"").data == b""19"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_blueprint_url_processors,172,"assert client.get(""/de/"").data == b""/de/about"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_blueprint_url_processors,173,"assert client.get(""/de/about"").data == b""/de/"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_templates_and_static,182,"assert rv.data == b""Hello from the Frontend"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_templates_and_static,184,"assert rv.data == b""Hello from the Admin"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_templates_and_static,186,"assert rv.data == b""Hello from the Admin"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_templates_and_static,188,"assert rv.data.strip() == b""Admin File"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_templates_and_static,191,"assert rv.data.strip() == b""/* nested file */"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_templates_and_static,203,assert cc.max_age == expected_max_age
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_templates_and_static,209,assert (
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_templates_and_static,217,"assert e.value.name == ""missing.html"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_templates_and_static,220,"assert flask.render_template(""nested/nested.txt"") == ""I'm nested"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_default_static_max_age,241,assert cc.max_age == 100
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_templates_list,251,"assert templates == [""admin/index.html"", ""frontend/index.html""]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_dotted_names_from_app,278,"assert rv.data == b""/test/"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_empty_url_defaults,291,"assert client.get(""/"").data == b""1"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_empty_url_defaults,292,"assert client.get(""/page/2"").data == b""2"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_route_decorator_custom_endpoint,320,"assert client.get(""/"").data == b""index"""
